PUBCHEM_OPENEYE_CAN_SMILES	PUBCHEM_COMPOUND_CID	PUBCHEM_IUPAC_INCHIKEY	PUBCHEM_MOLECULAR_FORMULA	PUBCHEM_MOLECULAR_WEIGHT
CC1C2=C(C(=C(N2)C3=C4C(=CC=C3)N=C(C(=N4)NC(C)(C)C)C)Cl)C(=O)N1	89784003	DUROCBBMWRCUSH-SECBINFHSA-N	C20H22ClN5O	383.88
CC1=NC2=C(C(=C(C=C2)F)C3=CC4=C(N3)CCNC4=O)N=C1NC(C)(C)CO	89783993	QYKGYRLGHZIFTF-UHFFFAOYSA-N	C20H22FN5O2	383.427
CCC1=NC2=CC=CC(=C2N=C1NC(C)(C)C)C3=CC4=C(N3)CCNC4=O	89783939	NDXAAESWIVMHKZ-UHFFFAOYSA-N	C21H25N5O	363.465
CC1(CCN1C2=NC3=C(C=CC=C3N=C2)C4=CC5=C(N4)CCNC5=O)C	89783888	KRDXOKMAYHDEQM-UHFFFAOYSA-N	C20H21N5O	347.422
CC1=NC2=C(C(=C(C=C2)F)C3=CC4=C(N3)C5(CC5)NC4=O)N=C1NC6(CC6)C	89783847	IBNILFRNVFTCBR-UHFFFAOYSA-N	C21H20FN5O	377.423
CC1C2=C(C=C(N2)C3=C(C=CC4=C3N=C(C(=N4)C)NC5(CC5)C)F)C(=O)N1	89783769	HNGYLMVBNQDLKS-VIFPVBQESA-N	C20H20FN5O	365.412
CC(C)(C)NC1=NC2=C(C=CC=C2NC1=O)C3=CC4=C(N3)CCNC4=O	89783757	QVQNZMJSTKPJKL-UHFFFAOYSA-N	C19H21N5O2	351.41
CC1CNC(=O)C2=C1NC(=C2)C3=C4C(=CC=C3)N=C(C(=N4)F)C	89783714	UAYKLVYFPJYTBE-UHFFFAOYSA-N	C17H15FN4O	310.332
CC1C2=C(C=C(N2)C3=C4C(=CC=C3)N=C(C(=N4)NC5CCCC(C5)N)C)C(=O)N1	89783660	DWZMCUJAYLNSOB-BNOWGMLFSA-N	C22H26N6O	390.491
CC1C2=C(C(=C(N2)C3=C4C(=CC=C3)N=C(C(=N4)NC5(CC5)C)C)Cl)C(=O)N1	89783540	AZVAKSGTTHXSPK-SECBINFHSA-N	C20H20ClN5O	381.864
CC1=NC2=CC=CC(=C2N=C1NC3(CC3)C)C4=CC5=C(N4)CNC5=O	89783535	PKSWBZKUKRFMGK-UHFFFAOYSA-N	C19H19N5O	333.395
CC1=NC2=CC=CC(=C2N=C1NC3CCNCC3)C4=CC5=C(N4)CCNC5=O	89783466	RDRLFKLJQDCWPH-UHFFFAOYSA-N	C21H24N6O	376.464
CC1=NC2=C(C(=C(C=C2)F)C3=CC4=C(N3)CCNC4=O)N=C1NC5(CCC5)C	89783426	URJWEBIIRXSJGD-UHFFFAOYSA-N	C21H22FN5O	379.439
CC1=NC2=CC=CC(=C2N=C1NC3CCNC3)C4=CC5=C(N4)CCNC5=O	89783366	VPLXMHRCNSVLNX-LBPRGKRZSA-N	C20H22N6O	362.437
CC1=NC2=C(C(=C(C=C2)F)C3=CC4=C(N3)C=CNC4=O)N=C1NC(C)(C)C	89783250	XKEPASMYHMOCPP-UHFFFAOYSA-N	C20H20FN5O	365.412
CC1=NC2=CC=CC(=C2N=C1NC3(CCCCC3)C)C4=CC5=C(N4)CCNC5=O	89783152	VLOSGHYSCVRVJH-UHFFFAOYSA-N	C23H27N5O	389.503
CC1C2=C(C=C(N2)C3=C4C(=CC=C3)N=C(C(=N4)NCC(F)F)C)C(=O)N1	89782092	MDXOTNRTTAMQJG-MRVPVSSYSA-N	C18H17F2N5O	357.365
CC1=NC2=CC=CC(=C2N=C1NC3(CC3)C)C4=C(C5=C(N4)CNC5=O)Cl	89781889	CTADVIUFFUGUBU-UHFFFAOYSA-N	C19H18ClN5O	367.837
CC(C)C(C(=O)N1CCCC1C2=NC=C(N2)C3=CC=C(C=C3)C4=CC5=C(C=C4)C6=C(C=C5)NC(=N6)C7C[Si](CN7C(=O)C(C8CCCC8)NC(=O)OC)(C)C)NC(=O)OC	89467392	VJYULBSIKIGORC-ZQWQDMLBSA-N	C45H56N8O6Si	833.078
CCC(C)C(C(=O)N1CCCC1C2=NC=C(N2)C3=CC=C(C=C3)C4=CC5=C(C=C4)C6=C(C=C5)NC(=N6)C7C[Si](CN7C(=O)C(C(C)C)NC(=O)OC)(C)C)NC(=O)OC	89467383	YLEWCTURDPHTHC-HJFKZRKLSA-N	C44H56N8O6Si	821.067
CC1=C(C(=NO1)C)C2=CC(=C3C(=C2)NC(=N3)C4CC4)C(C5=CC=CC=N5)(C6=CC=CC=N6)O	86281210	CMSUJGUHYXQSOK-UHFFFAOYSA-N	C26H23N5O2	437.503
CC(C)C1=CC(=C2C(=C1)C(=C(N2)CN(C)CC3=CC=CC=C3)C4=C(C=C(C=C4)F)OC)NS(=O)(=O)C	86280440	MFAGIEMFDDDLMT-UHFFFAOYSA-N	C28H32FN3O3S	509.64
CC1=NC2=CC=CC(=C2N=C1NC3CC3)C4=CC5=C(N4)C(NC5=O)CO	78161995	PPKOMRSAECKGDB-UHFFFAOYSA-N	C19H19N5O2	349.394
CCCC1=NC=C(C2=CC(=C(C=C21)OC)OC)CC3=NC4=C(C=CC=C4NS(=O)(=O)N)C=C3	74539871	GZCPUOWNWGIHSN-UHFFFAOYSA-N	C24H26N4O4S	466.556
CCC1=NC=C(C2=CC(=C(C=C21)OC)OC)CC3=NC4=C(C=CC=C4NS(=O)(=O)N)C=C3	74539870	UHJUPRZMMPLPSK-UHFFFAOYSA-N	C23H24N4O4S	452.529
CC1=CCC2CNC(=O)C3=C2NC(=C3)C4=C5C(=CC=C4)N=C(C(=N5)NC1)C	73057145	ASZCABSVZBJTKA-GXJZLWQJSA-N	C21H21N5O	359.433
CC1CCCC2CNC(=O)C3=C2NC(=C3)C4=C5C(=CC=C4)N=C(C(=N5)N1)C	73056836	ISSQSUGBRMTNBJ-AAEUAGOBSA-N	C21H23N5O	361.449
COC1=CC(=CC(=C1OC)OC)NC2=NC3=CC=CC(=C3O2)C4=C5C(=CC=C4)NC=N5	72771106	ZWUCWBYYVLQXEP-UHFFFAOYSA-N	C23H20N4O4	416.437
CC1=C(C(=CC=C1)NC(=O)C=C)NC2=NC=C3C=C(C=CC3=N2)C4=C(C(=CC(=C4Cl)OC)OC)Cl	72710839	TXEBNKKOLVBTFK-UHFFFAOYSA-N	C26H22Cl2N4O3	509.387
C1CN(CCC12CCN(C2)C(=O)NC3=CC=C(C=C3)OC(F)(F)F)C(=O)C4=C5C(=CC=C4)NC=N5	72376211	DEGVDZROHGNGIT-UHFFFAOYSA-N	C24H24F3N5O3	487.483
CC1=CNC2=C(C=C(C=C12)F)NC3=C(N=NC(=N3)NC4CCCCC4N)C(=O)N	72202736	MENVSGVOOLTVHM-QWHCGFSZSA-N	C19H23FN8O	398.446
CC(=NNC1=NC=CN1)C2=CC=C(C=C2)NC(=O)C3=CC4=C(N3)C(=CC=C4)[N+](=O)[O-]	72199642	ZRMHKCSZOJQCBI-BRJLIKDPSA-N	C20H17N7O3	403.402
CC1=NC2=CC=CC(=C2N=C1NC(C)(C)C)C3=CC4=C(N3)CCCC4=O	71731918	PDIITFZVMNMSSW-UHFFFAOYSA-N	C21H24N4O	348.45
CC1C2=C(C=C(N2)C3=C(C=CC4=C3N=C(C(=N4)C)NC(C)(C)C)F)C(=O)N1	71731782	GPGQKMLTKINISD-VIFPVBQESA-N	C20H22FN5O	367.428
CC1C2=C(C=C(N2)C3=C(C=CC4=C3N=C(C(=N4)C)NC(C)(C)C)F)C(=O)N1	71731781	GPGQKMLTKINISD-SECBINFHSA-N	C20H22FN5O	367.428
CC1=NC2=C(C(=C(C=C2)F)C3=CC4=C(N3)CNC4=O)N=C1NC(C)(C)C	71731780	XXPYNUSOQUYFNM-UHFFFAOYSA-N	C19H20FN5O	353.401
CC1=NC2=C(C(=C(C=C2)F)C3=CC4=C(N3)C5(CC5)NC4=O)N=C1NC(C)(C)C	71731779	DEJOUBIDXHXKJV-UHFFFAOYSA-N	C21H22FN5O	379.439
CC(C)(C)NC1=NC2=C(C=CC=C2N=C1N)C3=CC4=C(N3)CCNC4=O	71731517	VSNMUUOHBUNKOQ-UHFFFAOYSA-N	C19H22N6O	350.426
CC1=NC2=CC=CC(=C2N=C1NCC3(CC3)C)C4=CC5=C(N4)CCNC5=O	71731516	OSHOEUXWOYAJAL-UHFFFAOYSA-N	C21H23N5O	361.449
CC1=NC2=C(C(=C(C=C2)F)C3=CC4=C(N3)CCNC4=O)N=C1NC5(CC5)C	71731514	NDQPAYWKSVOGPA-UHFFFAOYSA-N	C20H20FN5O	365.412
CC1=NC2=CC=CC(=C2N=C1NC3(CC3)CO)C4=CC5=C(N4)CCNC5=O	71731397	ZOMHLBUGVLLNLS-UHFFFAOYSA-N	C20H21N5O2	363.421
CC(C)(C)N(C)C1=NC2=C(C=CC=C2N=C1)C3=CC4=C(N3)CCNC4=O	71731278	XVTCHURPFKMJKZ-UHFFFAOYSA-N	C20H23N5O	349.438
CC1=NC2=CC=CC(=C2N=C1NC3(CC3)C)C4=CN5CCNC(=O)C5=C4	71731277	RBZKPGNGBLPBJZ-UHFFFAOYSA-N	C20H21N5O	347.422
CC1=NC2=CC=CC(=C2N=C1NC3CCC3)C4=CC5=C(N4)CCNC5=O	71731275	YHUIWRYXTNQCAQ-UHFFFAOYSA-N	C20H21N5O	347.422
CC1=NC2=CC=CC(=C2N=C1NCC(C)(C)C)C3=CC4=C(N3)CCNC4=O	71731274	FUHMQPKEAAESFF-UHFFFAOYSA-N	C21H25N5O	363.465
CC1=NC2=CC=CC(=C2N=C1NC3(CC3)C(F)(F)F)C4=CC5=C(N4)CCNC5=O	71731272	ZHCCGWZBLZBPDY-UHFFFAOYSA-N	C20H18F3N5O	401.393
CC1=NC2=CC=CC(=C2N=C1NC3(CCC3)C)C4=CC5=C(N4)CCNC5=O	71731148	MLMNRFXLMUJDHR-UHFFFAOYSA-N	C21H23N5O	361.449
CCN(C1=NC2=C(C=CC=C2N=C1)C3=CC4=C(N3)CCNC4=O)C(C)(C)C	71731147	PCKUZAUQQUCSJT-UHFFFAOYSA-N	C21H25N5O	363.465
CC(C)(C)NC1=NC2=C(C=CC=C2N=C1)C3=CC4=C(N3)CCNC4=O	71731144	LXUFTOZVBIOJCM-UHFFFAOYSA-N	C19H21N5O	335.411
CC1(CC1)NC2=NC3=C(C=CC=C3N=C2)C4=CC5=C(N4)CCNC5=O	71731021	JUAIGMUUJDBFBA-UHFFFAOYSA-N	C19H19N5O	333.395
CC1=NC2=CC=CC(=C2N=C1NC3(CC3)C)C4=CC5=C(N4)CCNC5=O	71731020	RBYSKZSYRQTJLG-UHFFFAOYSA-N	C20H21N5O	347.422
CC1=NC2=CC=CC(=C2N=C1NC3CC3)C4=CC5=C(N4)C(NC5=O)CO	71730766	PPKOMRSAECKGDB-OAHLLOKOSA-N	C19H19N5O2	349.394
CC1=NC2=CC=CC(=C2N=C1NC3(CC3)C)C4=CC5=C(N4)C(NC5=O)CO	71730763	BMRHAWSJNXXRJI-OAHLLOKOSA-N	C20H21N5O2	363.421
CC1=NC2=CC=CC(=C2N=C1NC(C)(C)C)C3=C(C4=C(N3)CCNC4=O)Br	71730635	XGCMEAHEGFLCSF-UHFFFAOYSA-N	C20H22BrN5O	428.334
CC1=NC2=CC=CC(=C2N=C1NC(C)(C)C)C3=C(C4=C(N3)CCNC4=O)Cl	71730634	VBVOCYOFXNIYLW-UHFFFAOYSA-N	C20H22ClN5O	383.88
CC1=NC2=CC=CC(=C2N=C1NC(C)(C)C)C3=CC4=C(N3)CNC4=O	71730367	ZBRMFNPKIONVTR-UHFFFAOYSA-N	C19H21N5O	335.411
CC1=NC2=C(C(=C(C=C2)F)C3=CC4=C(N3)C5(CC5)NC4=O)N=C1NC(C)C	71730245	WIPFTCGFZZZMDW-UHFFFAOYSA-N	C20H20FN5O	365.412
CC1=NC2=CC=CC(=C2N=C1NC3(CC3)C)C4=CC5=C(N4)C6(CC6)NC5=O	71730244	IQBPADAUYOSODU-UHFFFAOYSA-N	C21H21N5O	359.433
CC1C2=C(C=C(N2)C3=C4C(=CC=C3)N=C(C(=N4)NC5(CC5)C)C)C(=O)N1	71730243	LBUJNZMSBAMNNW-JTQLQIEISA-N	C20H21N5O	347.422
CC1C2=C(C=C(N2)C3=C4C(=CC=C3)N=C(C(=N4)NC(C)(C)C)C)C(=O)N1	71730241	IANCYKFILINNSQ-SNVBAGLBSA-N	C20H23N5O	349.438
CC1=NC2=CC=CC(=C2N=C1NC3CC3)C4=CC5=C(N4)C6(CC6)NC5=O	71730240	SWVVEDSPZBMVBS-UHFFFAOYSA-N	C20H19N5O	345.406
CC1=NC2=CC=CC(=C2N=C1NC(C)(C)C)C3=CC4=C(N3)C5(CC5)NC4=O	71730239	WTOWWRBBMUWWAX-UHFFFAOYSA-N	C21H23N5O	361.449
CC1C2=C(C=C(N2)C3=C4C(=CC=C3)N=C(C(=N4)NC5(CC5)C)C)C(=O)N1	71696700	LBUJNZMSBAMNNW-SNVBAGLBSA-N	C20H21N5O	347.422
CC1CN(CCN1C(=O)CN2C=NC3=C2N=CC=C3)C4=C(N=CS4)C5=NC6=C(N5)C=CC(=C6C)Cl	71679314	ZSYFARCCTURBGM-CQSZACIVSA-N	C24H23ClN8OS	507.013
CC1=CC(=C2C(=C1)NC(=N2)C(=O)NC34CC5CC(C3)CC(C5)C4)C	71663156	PFMGNNMQDSDSKD-UHFFFAOYSA-N	C20H25N3O	323.44
CC(C)C(C(=O)N1CC(CC1C2=NC=C(N2)C3=CC=C(C=C3)C4=CC5=C(C=C4)C6=C(C=C5)NC(=N6)C7C[Si](CN7C(=O)C(C(C)C)NC(=O)OC)(C)C)F)NC(=O)OC	71537279	ZDYWXTBZDQLVCG-TWAWQFONSA-N	C43H53FN8O6Si	825.03
CC(C)C(C(=O)N1CCCC1C2=NC=C(N2)C3=CC=C(C=C3)C4=CC5=C(C=C4)C6=C(C=C5)NC(=N6)C7C[Si](CN7C(=O)C(C(C)C)NC(=O)OC)(C)C)NC(=O)OC	71537278	RLLQAFALJVVRHS-ZYADHFCISA-N	C43H54N8O6Si	807.04
CC(C)C(C(=O)N1CC(CC1C2=NC=C(N2)C3=CC=C(C=C3)C4=CC5=C(C=C4)C6=C(C=C5)NC(=N6)C7C[Si](CN7C(=O)C(C(C)C)NC(=O)OC)(C)C)O)NC(=O)OC	71536984	DBKZTUZLEAWDEZ-TWAWQFONSA-N	C43H54N8O7Si	823.039
CC1=C(C=CC=C1Cl)NC(=O)C2=CC(=CC3=C2N=C(N3)C(C)(C)CCl)NC(=O)C4=CC=CC=C4C(F)(F)F	71532466	OZZLIUWVRRTNNT-UHFFFAOYSA-N	C27H23Cl2F3N4O2	563.402
CC1=C(C=CC=C1Cl)NC(=O)C2=CC(=CC3=C2N=C(N3)COC)NC(=O)C4=C(C=CC=C4Cl)C(F)(F)F	71532255	CWUCHFDQGIOAID-UHFFFAOYSA-N	C25H19Cl2F3N4O3	551.347
CCNC1=NC=C2C(=N1)N3CCCC3CN(C2=O)C4=CC=CC5=C4N=CN(C5=O)CCCN(C)C	71468953	GDYYKWNEWILJQM-KRWDZBQOSA-N	C25H32N8O2	476.585
CCCC(C(C(=O)NCC(C)C)NCC(CC1=CC=CC=C1)NC(=O)C2=CC3=C4C(=C2)C(=CN4CC(S(=O)(=O)N3C)(C)C)CC)O	71459108	WPEFUXWXSZSMFS-NAYUSWPISA-N	C35H51N5O5S	653.883
COCC1=NC2=C(N1)C=C(C=C2C(=O)NC3=CC=CS3)NC(=O)C4=CC=CC=C4C(F)(F)F	71267575	SKSKFWZYKNCQOW-UHFFFAOYSA-N	C22H17F3N4O3S	474.458
CC1=C(C=CC=C1Cl)NC(=O)C2=CC(=CC3=C2N=C(N3)NCC(C)(C)COC)NC(=O)C4=C(C=CC(=C4)Cl)Cl	71267542	RKXCTVFBZIGHKN-UHFFFAOYSA-N	C28H28Cl3N5O3	588.914
CC1=C(C=CC=C1Cl)NC(=O)C2=CC(=CC3=C2N=C(N3)NCCOC(C)C)NC(=O)C4=C(C=CC=C4Cl)F	71267541	OQTKPHBWIVHAJP-UHFFFAOYSA-N	C27H26Cl2FN5O3	558.435
CC1=C(C=CC=C1Cl)NC(=O)C2=CC(=CC3=C2N=C(N3)NC(CO)C(C)C)NC(=O)C4=C(C=CC=C4Cl)F	71267519	IMUKSLASIFNPIA-UHFFFAOYSA-N	C27H26Cl2FN5O3	558.435
CC1=C(C=CC=C1Cl)NC(=O)C2=CC(=CC3=C2N=C(N3)CC(C)(C)C)NC(=O)C4=CC=CC=C4C(F)(F)F	71267494	ITZDHYWHBPKAQF-UHFFFAOYSA-N	C28H26ClF3N4O2	542.987
CC1=C(C=CC=C1Cl)NC(=O)C2=CC(=CC3=C2N=C(N3)C4(CC4)C)NC(=O)C5=CC=CC=C5C(F)(F)F	71267491	RAZSQDWKHAEMFY-UHFFFAOYSA-N	C27H22ClF3N4O2	526.944
CC1=C(C=CC=C1Cl)NC(=O)C2=CC(=CC3=C2N=C(N3)Cl)NC(=O)C4=CC=CC=C4C(F)(F)F	71267437	UJPFRUUQDBYDQC-UHFFFAOYSA-N	C23H15Cl2F3N4O2	507.294
CC1=C(C=CC=C1Cl)NC(=O)C2=CC(=CC3=C2N=C(N3)N4CCCCC4)NC(=O)C5=CC=CC=C5C(F)(F)F	71267435	OPVQIICDXACXNE-UHFFFAOYSA-N	C28H25ClF3N5O2	555.986
CC1=C(C=CC=C1Cl)NC(=O)C2=CC(=CC3=C2N=C(N3)NC4CCCC4)NC(=O)C5=CC=CC=C5C(F)(F)F	71267433	PIQXJZVJAPXAGM-UHFFFAOYSA-N	C28H25ClF3N5O2	555.986
C1CC1C(=O)NC2=NC=C3C=C(C=CC3=C2)C4=CC=CC5=NNN=C54	71128083	KOLCFWOCFRIKQJ-UHFFFAOYSA-N	C19H15N5O	329.363
CCCC1=NC2=C(C=C(C=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)NCC(C)C6=CC=CC=C6)C	70682146	SESMVBDEQODYAX-UHFFFAOYSA-N	C35H35N7O	569.713
CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=CC4=C3NC(=C4)C(=O)NC(C)C	70678492	WGABQSVUYBMTBW-UHFFFAOYSA-N	C27H32N6O2	472.593
CC(C)C(C(=O)N1C[Si](CC1C2=NC3=C(N2)C=CC4=C3C=CC(=C4)C5=CC=C(C=C5)C6=CN=C(N6)C7C8CCC(C8)N7C(=O)C(C(C)C)NC(=O)OC)(C)C)NC(=O)OC	68234750	IMNHPMANDAREMM-PFCZKKLISA-N	C45H56N8O6Si	833.078
CC(C)C(C(=O)N1CCCC1C2=NC=C(N2)C3=CC=C(C=C3)C4=CC5=C(C=C4)C6=C(C=C5)NC(=N6)C7C8CCC(C8)N7C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC	67681800	AVKQAPMBYVUZJM-BMIAZDAPSA-N	C44H52N8O6	788.95
COC1=C(C=C(C2=NC=C(C=C12)C3=CC=C(C=C3)NS(=O)(=O)C)N4C=CC(=O)NC4=O)CC(F)(F)F	67127266	QNHRYKGXVLTGGL-UHFFFAOYSA-N	C23H19F3N4O5S	520.483
CC1=C2C(=CC=C1)NC3=C(CN2S(=O)(=O)C4=CC=C(C=C4)C(C)(C)C)C=CC(=N3)C(F)(F)F	66901749	QAMJARGHRSHGEQ-UHFFFAOYSA-N	C24H24F3N3O2S	475.53
CC(C)C1=NC2=C(C=CC=C2N1)C(=O)NCC3CCN(CC3)CC4CCN(CC4)S(=O)(=O)C	66810955	HRBNJCZQEOOCBP-UHFFFAOYSA-N	C24H37N5O3S	475.652
CSC1=NC=C2C=CC3=C(C2=N1)N(C=C3C(=O)N)C4CCC(CC4)N	60141985	FRANNCVVJFQWOT-UHFFFAOYSA-N	C18H21N5OS	355.46
CC1=C2C(=CC(=C1)C3=C(C=CC(=C3F)O)Cl)N=NC(=N2)NC4=CC=C(C=C4)C(=O)N(C)CCN5CCCC5	59837715	XLGZSWRWVOETRG-UHFFFAOYSA-N	C28H28ClFN6O2	535.02
CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)N2CC3=C(NC4=CC=CC(=C42)C5=NOC(=N5)C(C)(C)O)N=C(C=C3)C(F)(F)F	59618790	YXPNOSBVXAXYFT-UHFFFAOYSA-N	C28H28F3N5O4S	587.618
CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)N2CC3=C(NC4=CC=CC(=C42)C5=NOC(=N5)CO)N=C(C=C3)C(F)(F)F	59618753	FWWAWJWEAANSPV-UHFFFAOYSA-N	C26H24F3N5O4S	559.564
C1CC(C1)(C2=C3C(=CC=C2)NC4=C(CN3S(=O)(=O)C5=CC=C(C=C5)OC(F)(F)F)C=CC(=N4)C(F)(F)F)C(=O)N	59618746	PWTPGXHAPNAWJN-UHFFFAOYSA-N	C25H20F6N4O4S	586.509
CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)N2CC3=C(NC4=C2C5=C(C=C4)N=CC=C5)N=C(C=C3)C(F)(F)F	59618681	SMQOEXFVZFKSHV-UHFFFAOYSA-N	C26H23F3N4O2S	512.551
COC1=C(C=C(C2=NC=C(C=C12)C3=CC=C(C=C3)NS(=O)(=O)C)N4C=CC(=O)NC4=O)C(F)(F)F	59614542	LKFOOZJGKGQTJC-UHFFFAOYSA-N	C22H17F3N4O5S	506.456
CN(C)CC1=C(C=CC(=C1)O)C2=CC(=CC=C2)OC3=NC=C(C=C3C(=O)NC4CCC(CC4)NC(=O)C5=C6C(=CC=C5)NC=N6)F	59190424	SHSLIWBXBWXQAH-UHFFFAOYSA-N	C35H35FN6O4	622.701
CC1=C(C2=CC(=CC(=C2N=C1)N3CCNCC3)OC)OC4=CC=CC=C4	59017478	PDWQFWQBPUYXNG-UHFFFAOYSA-N	C21H23N3O2	349.434
CC(C)C(C(=O)N1CCCC1C2=NC3=C(N2)C=CC4=C3C=CC(=C4)C5=CC=C(C=C5)C6=CN=C(N6)C7C[Si](CN7C(=O)C(C(C)C)NC(=O)OC)(C)C)NC(=O)OC	58427107	XUZIPPUZHPRQIU-ZYADHFCISA-N	C43H54N8O6Si	807.04
CC1=C(C=CC2=C1N=C(N2)C3CCCN3C(=O)C(C(C)C)NC(=O)OC)C4CCC(N4C5=CC=C(C=C5)C(C)(C)C)C6=C(C7=C(C=C6)NC(=N7)C8CCCN8C(=O)C(C(C)C)NC(=O)OC)C	58226697	JBEPELZELNCTKD-UEECLIOXSA-N	C52H69N9O6	916.181
CC(C)C(C(=O)N1CCCC1C2=NC3=C(N2)C=CC4=C3C=CC(=C4)C5=CC=C(C=C5)C6=CN=C(N6)C7CCCN7C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC	57816614	YJEVTLMDXNGQOV-BBACVFHCSA-N	C42H50N8O6	762.912
CCCCC1=CC(=C2C(=C1)C=CC(=N2)CCC(=O)O)N3CCN(CC3)CCC4=CC=C(C=C4)OCCCN5CCCCCC5	57780020	JQNSYTMOXNMQTB-UHFFFAOYSA-N	C37H52N4O3	600.848
C1CCCN(CC1)CCCOC2=CC=C(C=C2)CCN3CCN(CC3)C4=CC=CC5=C4N=CC=C5	57780008	RHTRBRRAADVASO-UHFFFAOYSA-N	C30H40N4O	472.677
CC1=CC(=C2C(=C1)C=CC=N2)NC3=CC=C(C=C3)CCC4COC(=N4)N	56967478	YXZOCRINYIXPNU-SFHVURJKSA-N	C21H22N4O	346.434
C1C(N=C(O1)N)CCC2=CC=C(C=C2)NC3=CC=CC4=C3N=CC=C4	56967476	BBNGEBSZUMCRPX-KRWDZBQOSA-N	C20H20N4O	332.407
C1=CC(=CC(=C1)NC(=O)C2=C3C(=CC=C2)NC=N3)C4=NNN=N4	56851705	OUXPKPPPOPWHCW-UHFFFAOYSA-N	C15H11N7O	305.301
CC(C)C(C(=O)N1CCC(CC1C2=NC=C(N2)C3=CC=C(C=C3)C4=CC5=C(C=C4)C6=C(C=C5)NC(=N6)C7C[Si](CN7C(=O)C(C(C)C)NC(=O)OC)(C)C)(F)F)NC(=O)OC	53391403	UOERKGMRDUJSKR-ZYADHFCISA-N	C44H54F2N8O6Si	857.048
CC(C)C(C(=O)N1CC(CC1C2=NC3=C(N2)C=CC4=C3C=CC(=C4)C5=CC=C(C=C5)C6=CN=C(N6)C7C[Si](CN7C(=O)C(C(C)C)NC(=O)OC)(C)C)(F)F)NC(=O)OC	53391312	KXZBJOSVAGHWQS-BBACVFHCSA-N	C43H52F2N8O6Si	843.021
CC(C)C(C(=O)N1CC(CC1C2=NC=C(N2)C3=CC=C(C=C3)C4=CC5=C(C=C4)C6=C(C=C5)NC(=N6)C7C[Si](CN7C(=O)C(C(C)C)NC(=O)OC)(C)C)(C)C)NC(=O)OC	53390385	YDSDCADTMCROSO-BQYLNSIHSA-N	C45H58N8O6Si	835.094
CC(C)C(C(=O)N1C[Si](CC1C2=NC3=C(N2)C=CC4=C3C=CC(=C4)C5=CC=C(C=C5)C6=CN=C(N6)C7CC8CC8N7C(=O)C(C(C)C)NC(=O)OC)(C)C)NC(=O)OC	53390093	IRBAPHMVOFZGEL-PYSSUHOPSA-N	C44H54N8O6Si	819.051
CC1=C2C(=CC=C1)N=C(C(=N2)C)C3=NN4C(=C3)N=C(C=C4NC5CCOCC5)N6CCCC6	53374460	IXJCGIUWGZEIRT-UHFFFAOYSA-N	C25H29N7O	443.555
CN1C2=CC(=CC(=C2N=C1C(=O)N3CCN(C(=O)C3)C4CCC(CC4)O)C(F)(F)F)C5CC5	53353466	BRAZRWBMYPITLP-UHFFFAOYSA-N	C23H27F3N4O3	464.489
CC(C1CC1)(C2=CC=C(C=C2)F)C3=CNC4=C3C=CC=C4NS(=O)(=O)C	53320087	MIAURGNSNSBTNK-UHFFFAOYSA-N	C20H21FN2O2S	372.458
CC1=C2C=CC=C(C2=NC=C1)NC(=O)C3=CC=C(C=C3)N4C(=O)C5C6CC(C5C4=O)C=C6	52944858	BLPUCTSDPCUHQQ-NEAWWFDSSA-N	C26H21N3O3	423.472
CC1=CC=C(C=C1)C2=NC3=C(N2)C4=C(C5=C3C=CC=N5)N=CC=C4	50916710	IMFIANATLACFFL-UHFFFAOYSA-N	C20H14N4	310.36
CC(C)(C)C1=C(C2=CC(=CN=C2C(=C1)N3CCCNC3=O)C4=CC=C(C=C4)NS(=O)(=O)C)OC	49835418	ONKFZOQXUBYVLX-UHFFFAOYSA-N	C25H30N4O4S	482.599
CC(C)(C)C1=C(C2=CC(=CN=C2C(=C1)N3C=CC(=O)NC3=O)C4=CC=C(C=C4)NS(=O)(=O)C)OC	49835365	KDJNKCFVCQPGNF-UHFFFAOYSA-N	C25H26N4O5S	494.566
C1=CC2=C(C3=C(N2)C4=C(C=C3)C(=CN4)C=O)C(=C1)Br	46937301	IYKWFKKDLTZONH-UHFFFAOYSA-N	C15H9BrN2O	313.154
CC1CN2C3=C(C=CC=C3NC2=S)C(N1CC=C(C)C)C	46886599	YTUOQDQWCBEQIZ-STQMWFEESA-N	C17H23N3S	301.452
COC1=C(C=C(C=C1)CNC2=C3C=C(C=C(C3=NC=C2CO)N4CCOCC4)C#N)Cl	46842324	AOSQOVNSDOMLNJ-UHFFFAOYSA-N	C23H23ClN4O3	438.912
COC1=C(C=C(C=C1)CNC2=C3C=C(C=C(C3=NC=C2CO)NC4CC4)C#N)Cl	46842322	GHJDCBLOJCESHI-UHFFFAOYSA-N	C22H21ClN4O2	408.886
